Census 2021 Super Data Zone Code,Census 2021 Super Data Zone Label,Economic Activity - 9 Categories Code,Economic Activity - 9 Categories Label,Count
N21000435,Waterside_P,6,Economically inactive: Looking after home or family,118
N21000435,Waterside_P,7,Economically inactive: Long-term sick or disabled,185
N21000435,Waterside_P,8,Economically inactive: Other,80
N21000435,Waterside_P,-8,No code required,651
N21000436,Faughan_A,1,Economically active: Employee (including full-time students),986
N21000436,Faughan_A,2,Economically active: Self-employed (including full-time students),122
N21000436,Faughan_A,3,Economically active: Unemployed (including full-time students),80
N21000436,Faughan_A,4,Economically inactive: Retired,202
N21000436,Faughan_A,5,Economically inactive: Student,119
N21000436,Faughan_A,6,Economically inactive: Looking after home or family,141
N21000436,Faughan_A,7,Economically inactive: Long-term sick or disabled,197
N21000436,Faughan_A,8,Economically inactive: Other,69
N21000436,Faughan_A,-8,No code required,692
N21000437,Faughan_B,1,Economically active: Employee (including full-time students),393
N21000437,Faughan_B,2,Economically active: Self-employed (including full-time students),60
N21000437,Faughan_B,3,Economically active: Unemployed (including full-time students),29
N21000437,Faughan_B,4,Economically inactive: Retired,250
N21000437,Faughan_B,5,Economically inactive: Student,49
N21000437,Faughan_B,6,Economically inactive: Looking after home or family,41
N21000437,Faughan_B,7,Economically inactive: Long-term sick or disabled,88
N21000437,Faughan_B,8,Economically inactive: Other,25
N21000437,Faughan_B,-8,No code required,210
N21000438,Faughan_C,1,Economically active: Employee (including full-time students),1071
N21000438,Faughan_C,2,Economically active: Self-employed (including full-time students),130
N21000438,Faughan_C,3,Economically active: Unemployed (including full-time students),39
N21000438,Faughan_C,4,Economically inactive: Retired,320
N21000438,Faughan_C,5,Economically inactive: Student,119
N21000438,Faughan_C,6,Economically inactive: Looking after home or family,53
N21000438,Faughan_C,7,Economically inactive: Long-term sick or disabled,72
N21000438,Faughan_C,8,Economically inactive: Other,36
N21000438,Faughan_C,-8,No code required,585
N21000439,Faughan_D,1,Economically active: Employee (including full-time students),890
N21000439,Faughan_D,2,Economically active: Self-employed (including full-time students),208
N21000439,Faughan_D,3,Economically active: Unemployed (including full-time students),51
N21000439,Faughan_D,4,Economically inactive: Retired,372
N21000439,Faughan_D,5,Economically inactive: Student,84
N21000439,Faughan_D,6,Economically inactive: Looking after home or family,111
N21000439,Faughan_D,7,Economically inactive: Long-term sick or disabled,183
N21000439,Faughan_D,8,Economically inactive: Other,88
N21000439,Faughan_D,-8,No code required,488
N21000440,Faughan_E,1,Economically active: Employee (including full-time students),1237
N21000440,Faughan_E,2,Economically active: Self-employed (including full-time students),378
N21000440,Faughan_E,3,Economically active: Unemployed (including full-time students),67
N21000440,Faughan_E,4,Economically inactive: Retired,532
N21000440,Faughan_E,5,Economically inactive: Student,152
N21000440,Faughan_E,6,Economically inactive: Looking after home or family,136
N21000440,Faughan_E,7,Economically inactive: Long-term sick or disabled,166
N21000440,Faughan_E,8,Economically inactive: Other,71
N21000440,Faughan_E,-8,No code required,680
N21000441,Faughan_F,1,Economically active: Employee (including full-time students),1136
N21000441,Faughan_F,2,Economically active: Self-employed (including full-time students),134
N21000441,Faughan_F,3,Economically active: Unemployed (including full-time students),53
N21000441,Faughan_F,4,Economically inactive: Retired,414
N21000441,Faughan_F,5,Economically inactive: Student,98
N21000441,Faughan_F,6,Economically inactive: Looking after home or family,116
N21000441,Faughan_F,7,Economically inactive: Long-term sick or disabled,190
N21000441,Faughan_F,8,Economically inactive: Other,50
N21000441,Faughan_F,-8,No code required,646
N21000442,Faughan_G,1,Economically active: Employee (including full-time students),1108
N21000442,Faughan_G,2,Economically active: Self-employed (including full-time students),267
N21000442,Faughan_G,3,Economically active: Unemployed (including full-time students),49
N21000442,Faughan_G,4,Economically inactive: Retired,558
N21000442,Faughan_G,5,Economically inactive: Student,98
N21000442,Faughan_G,6,Economically inactive: Looking after home or family,104
N21000442,Faughan_G,7,Economically inactive: Long-term sick or disabled,146
N21000442,Faughan_G,8,Economically inactive: Other,54
N21000442,Faughan_G,-8,No code required,607
N21000443,Faughan_H,1,Economically active: Employee (including full-time students),477
N21000443,Faughan_H,2,Economically active: Self-employed (including full-time students),123
N21000443,Faughan_H,3,Economically active: Unemployed (including full-time students),34
N21000443,Faughan_H,4,Economically inactive: Retired,202
N21000443,Faughan_H,5,Economically inactive: Student,80
N21000443,Faughan_H,6,Economically inactive: Looking after home or family,43
N21000443,Faughan_H,7,Economically inactive: Long-term sick or disabled,90
N21000443,Faughan_H,8,Economically inactive: Other,29
N21000443,Faughan_H,-8,No code required,257
N21000444,Sperrin_A,1,Economically active: Employee (including full-time students),722
N21000444,Sperrin_A,2,Economically active: Self-employed (including full-time students),247
N21000444,Sperrin_A,3,Economically active: Unemployed (including full-time students),36
N21000444,Sperrin_A,4,Economically inactive: Retired,235
N21000444,Sperrin_A,5,Economically inactive: Student,95
N21000444,Sperrin_A,6,Economically inactive: Looking after home or family,90
N21000444,Sperrin_A,7,Economically inactive: Long-term sick or disabled,102
N21000444,Sperrin_A,8,Economically inactive: Other,51
N21000444,Sperrin_A,-8,No code required,543
N21000445,Sperrin_B,1,Economically active: Employee (including full-time students),1103
N21000445,Sperrin_B,2,Economically active: Self-employed (including full-time students),306
N21000445,Sperrin_B,3,Economically active: Unemployed (including full-time students),55
N21000445,Sperrin_B,4,Economically inactive: Retired,444
N21000445,Sperrin_B,5,Economically inactive: Student,110
N21000445,Sperrin_B,6,Economically inactive: Looking after home or family,127
N21000445,Sperrin_B,7,Economically inactive: Long-term sick or disabled,150
N21000445,Sperrin_B,8,Economically inactive: Other,71
N21000445,Sperrin_B,-8,No code required,612
N21000446,Sperrin_C,1,Economically active: Employee (including full-time students),845
N21000446,Sperrin_C,2,Economically active: Self-employed (including full-time students),188
N21000446,Sperrin_C,3,Economically active: Unemployed (including full-time students),80
N21000446,Sperrin_C,4,Economically inactive: Retired,377
N21000446,Sperrin_C,5,Economically inactive: Student,83
N21000446,Sperrin_C,6,Economically inactive: Looking after home or family,145
N21000446,Sperrin_C,7,Economically inactive: Long-term sick or disabled,189
N21000446,Sperrin_C,8,Economically inactive: Other,63
N21000446,Sperrin_C,-8,No code required,537
N21000447,Sperrin_D,1,Economically active: Employee (including full-time students),1065
N21000447,Sperrin_D,2,Economically active: Self-employed (including full-time students),173
N21000447,Sperrin_D,3,Economically active: Unemployed (including full-time students),80
N21000447,Sperrin_D,4,Economically inactive: Retired,373
N21000447,Sperrin_D,5,Economically inactive: Student,126
N21000447,Sperrin_D,6,Economically inactive: Looking after home or family,124
N21000447,Sperrin_D,7,Economically inactive: Long-term sick or disabled,156
N21000447,Sperrin_D,8,Economically inactive: Other,74
N21000447,Sperrin_D,-8,No code required,719
N21000448,Sperrin_E,1,Economically active: Employee (including full-time students),477
N21000448,Sperrin_E,2,Economically active: Self-employed (including full-time students),63
N21000448,Sperrin_E,3,Economically active: Unemployed (including full-time students),77
N21000448,Sperrin_E,4,Economically inactive: Retired,221
N21000448,Sperrin_E,5,Economically inactive: Student,45
N21000448,Sperrin_E,6,Economically inactive: Looking after home or family,65
N21000448,Sperrin_E,7,Economically inactive: Long-term sick or disabled,174
N21000448,Sperrin_E,8,Economically inactive: Other,66
N21000448,Sperrin_E,-8,No code required,205
N21000449,Sperrin_F,1,Economically active: Employee (including full-time students),1055
N21000449,Sperrin_F,2,Economically active: Self-employed (including full-time students),422
N21000449,Sperrin_F,3,Economically active: Unemployed (including full-time students),50
N21000449,Sperrin_F,4,Economically inactive: Retired,395
N21000449,Sperrin_F,5,Economically inactive: Student,155
N21000449,Sperrin_F,6,Economically inactive: Looking after home or family,129
N21000449,Sperrin_F,7,Economically inactive: Long-term sick or disabled,149
N21000449,Sperrin_F,8,Economically inactive: Other,82
N21000449,Sperrin_F,-8,No code required,611
N21000450,Sperrin_G,1,Economically active: Employee (including full-time students),721
N21000450,Sperrin_G,2,Economically active: Self-employed (including full-time students),72
N21000450,Sperrin_G,3,Economically active: Unemployed (including full-time students),130
N21000450,Sperrin_G,4,Economically inactive: Retired,388
N21000450,Sperrin_G,5,Economically inactive: Student,101
N21000450,Sperrin_G,6,Economically inactive: Looking after home or family,199
N21000450,Sperrin_G,7,Economically inactive: Long-term sick or disabled,366
N21000450,Sperrin_G,8,Economically inactive: Other,131
N21000450,Sperrin_G,-8,No code required,612
N21000451,Sperrin_H,1,Economically active: Employee (including full-time students),905
N21000451,Sperrin_H,2,Economically active: Self-employed (including full-time students),92
N21000451,Sperrin_H,3,Economically active: Unemployed (including full-time students),89
N21000451,Sperrin_H,4,Economically inactive: Retired,623
N21000451,Sperrin_H,5,Economically inactive: Student,92
N21000451,Sperrin_H,6,Economically inactive: Looking after home or family,174
N21000451,Sperrin_H,7,Economically inactive: Long-term sick or disabled,332
N21000451,Sperrin_H,8,Economically inactive: Other,96
N21000451,Sperrin_H,-8,No code required,529
N21000452,Sperrin_J,1,Economically active: Employee (including full-time students),588
N21000452,Sperrin_J,2,Economically active: Self-employed (including full-time students),67
N21000452,Sperrin_J,3,Economically active: Unemployed (including full-time students),33
N21000452,Sperrin_J,4,Economically inactive: Retired,322
N21000452,Sperrin_J,5,Economically inactive: Student,50
N21000452,Sperrin_J,6,Economically inactive: Looking after home or family,36
N21000452,Sperrin_J,7,Economically inactive: Long-term sick or disabled,99
N21000452,Sperrin_J,8,Economically inactive: Other,37
N21000452,Sperrin_J,-8,No code required,208
N21000453,Sperrin_K,1,Economically active: Employee (including full-time students),881
N21000453,Sperrin_K,2,Economically active: Self-employed (including full-time students),287
N21000453,Sperrin_K,3,Economically active: Unemployed (including full-time students),69
